t_us,j1_us,j2_us,j3_us,j4_us,j5_us,g_us
9214148,1676,1087,1730,1524,1898,1183
9294160,1675,1084,1722,1524,1894,1183
9374148,1673,1081,1715,1524,1889,1183
9454156,1672,1078,1707,1524,1885,1183
9534160,1671,1075,1700,1524,1880,1183
9614156,1670,1072,1692,1524,1876,1183
9694152,1669,1069,1685,1524,1871,1183
9774160,1667,1066,1677,1524,1867,1183
9854156,1666,1063,1670,1524,1862,1183
9934148,1665,1059,1662,1524,1858,1183
10014152,1664,1056,1654,1524,1854,1183
10094148,1663,1053,1646,1524,1849,1183
10174164,1662,1049,1639,1524,1845,1183
10254148,1661,1046,1631,1524,1840,1183
10334160,1659,1043,1623,1524,1836,1183
10414156,1658,1039,1615,1524,1831,1183
10494152,1657,1036,1607,1524,1827,1183
10574148,1656,1032,1599,1524,1822,1183
10654148,1655,1029,1591,1524,1818,1183
10734156,1654,1025,1583,1524,1813,1183
10814160,1653,1022,1575,1524,1809,1183
10894156,1652,1020,1572,1524,1807,1183
11574152,1651,1022,1576,1524,1809,1183
11654160,1649,1025,1582,1524,1813,1183
11734156,1647,1028,1589,1524,1817,1183
11814156,1646,1031,1597,1524,1821,1183
11894152,1644,1035,1604,1524,1825,1183
11974148,1643,1038,1611,1524,1829,1183
12054160,1641,1041,1619,1524,1833,1183
12134152,1639,1044,1626,1524,1837,1183
12214160,1638,1047,1633,1524,1842,1183
12294156,1636,1050,1641,1524,1846,1183
12374152,1634,1053,1648,1524,1850,1183
12454148,1632,1056,1655,1524,1854,1183
12534152,1631,1059,1662,1524,1858,1183
12614152,1629,1062,1669,1524,1862,1183
12694152,1627,1065,1676,1524,1866,1183
12774156,1625,1068,1683,1524,1870,1183
12854148,1624,1071,1690,1524,1874,1183
12934156,1622,1074,1697,1524,1879,1183
13014152,1620,1076,1704,1524,1883,1183
13094152,1618,1079,1710,1524,1887,1183
13174160,1616,1082,1717,1524,1891,1183
13254156,1614,1085,1724,1524,1895,1183
13334152,1612,1087,1731,1524,1899,1183
13414156,1610,1090,1737,1524,1903,1183
13494160,1608,1092,1744,1524,1907,1183
13574156,1606,1095,1750,1524,1911,1183
13654164,1604,1097,1757,1524,1915,1183
13734164,1602,1100,1763,1524,1919,1183
13814168,1600,1102,1770,1524,1923,1183
13894152,1598,1104,1776,1524,1927,1183
13974152,1596,1107,1783,1524,1931,1183
14054156,1594,1109,1789,1524,1936,1183
14134152,1591,1111,1795,1524,1940,1183
14214148,1589,1113,1802,1524,1944,1183
14294160,1587,1115,1808,1524,1948,1183
14374156,1585,1117,1814,1524,1952,1183
14454160,1582,1119,1820,1524,1956,1183
14534156,1580,1121,1826,1524,1960,1183
14614152,1578,1123,1832,1524,1964,1183
14694156,1575,1125,1838,1524,1969,1183
14774156,1573,1127,1844,1524,1973,1183
14854152,1571,1129,1850,1524,1977,1183
14934152,1568,1131,1856,1524,1981,1183
15014148,1566,1132,1862,1524,1985,1183
15094156,1563,1134,1868,1524,1989,1183
15174152,1561,1135,1874,1524,1994,1183
15254152,1558,1137,1879,1524,1998,1183
15334156,1556,1138,1885,1524,2002,1183
15414152,1553,1140,1891,1524,2006,1183
15494148,1550,1141,1896,1524,2011,1183
15574148,1548,1142,1902,1524,2015,1183
15654160,1545,1144,1908,1524,2019,1183
15734156,1542,1145,1913,1524,2024,1183
15814152,1539,1146,1918,1524,2028,1183
15894152,1536,1147,1924,1524,2032,1183
15974156,1534,1148,1929,1524,2037,1183
16054152,1531,1149,1935,1524,2041,1183
16134148,1528,1150,1940,1524,2046,1183
16214160,1525,1150,1945,1524,2050,1183
16294156,1522,1151,1950,1524,2055,1183
16374156,1519,1152,1956,1524,2059,1183
16454156,1516,1152,1961,1524,2064,1183
16534152,1513,1153,1966,1524,2068,1183
16614156,1510,1153,1971,1524,2073,1183
16694152,1506,1153,1976,1524,2078,1183
16774148,1503,1154,1981,1524,2082,1183
16854160,1500,1154,1985,1524,2087,1183
16934156,1497,1154,1990,1524,2092,1183
17014156,1493,1154,1995,1524,2097,1183
17094152,1492,1153,1999,1524,2101,1183
17831000,1494,1153,2002,1524,2104,1183
17911012,1498,1153,2002,1524,2104,1183
17991004,1503,1153,2002,1524,2104,1183
18071000,1507,1153,2002,1524,2104,1183
18151012,1512,1153,2002,1524,2104,1183
18231016,1517,1153,2001,1524,2103,1183
18311012,1522,1153,2001,1524,2103,1183
18391012,1527,1153,2000,1524,2102,1183
18471012,1532,1153,1999,1524,2101,1183
18551008,1537,1153,1999,1524,2101,1183
18631004,1542,1154,1998,1524,2100,1183
18711004,1547,1154,1997,1524,2099,1183
18791004,1552,1154,1996,1524,2098,1183
18871008,1557,1154,1995,1524,2097,1183
18951012,1561,1154,1994,1524,2096,1183
19031008,1566,1154,1993,1524,2095,1183
19111008,1571,1154,1992,1524,2094,1183
19191008,1576,1154,1991,1524,2093,1183
19271004,1581,1154,1990,1524,2092,1183
19351004,1586,1154,1989,1524,2091,1183
19431004,1590,1154,1988,1524,2089,1183
19511008,1595,1154,1986,1524,2088,1183
19591012,1600,1154,1985,1524,2087,1183
19671008,1605,1154,1983,1524,2085,1183
19751004,1609,1154,1982,1524,2084,1183
19831004,1614,1154,1980,1524,2082,1183
19911000,1619,1154,1979,1524,2081,1183
19991012,1623,1153,1977,1524,2079,1183
20071024,1628,1153,1976,1524,2078,1183
20151028,1633,1153,1974,1524,2076,1183
20231024,1637,1153,1972,1524,2074,1183
20311024,1642,1153,1970,1524,2073,1183
20391004,1646,1153,1968,1524,2071,1183
20471004,1651,1153,1966,1524,2069,1183
20551000,1656,1153,1964,1524,2067,1183
20631008,1660,1152,1962,1524,2065,1183
20711008,1665,1152,1960,1524,2063,1183
20791012,1669,1152,1958,1524,2061,1183
20871008,1673,1152,1956,1524,2059,1183
20951008,1678,1151,1953,1524,2057,1183
21031008,1682,1151,1951,1524,2055,1183
21111004,1687,1151,1949,1524,2053,1183
21191012,1691,1151,1946,1524,2051,1183
21271008,1695,1150,1944,1524,2049,1183
21351008,1699,1150,1941,1524,2047,1183
21431008,1704,1149,1939,1524,2045,1183
21511008,1708,1149,1936,1524,2042,1183
21591004,1712,1149,1933,1524,2040,1183
21671000,1716,1148,1930,1524,2038,1183
21751012,1719,1152,1930,1524,2033,1183
22431008,1720,1162,1932,1524,2025,1183
22511004,1720,1175,1935,1524,2016,1183
22591004,1720,1188,1939,1524,2007,1183
22671000,1721,1201,1942,1524,1997,1183
22751000,1721,1214,1945,1524,1987,1183
22831012,1721,1228,1948,1524,1976,1183
22911008,1721,1241,1951,1524,1966,1183
22991008,1721,1255,1954,1524,1955,1183
23071000,1721,1269,1957,1524,1944,1183
23151012,1721,1282,1960,1524,1933,1183
23231008,1721,1296,1962,1524,1922,1183
23311008,1721,1310,1964,1524,1910,1183
23391008,1721,1323,1967,1524,1899,1183
23471008,1721,1337,1969,1524,1887,1183
23551004,1721,1351,1971,1524,1875,1183
23631004,1721,1364,1972,1524,1863,1183
23711012,1721,1378,1974,1524,1852,1183
23791008,1721,1391,1975,1524,1839,1183
23871008,1721,1405,1977,1524,1827,1183
23951008,1721,1418,1978,1524,1815,1183
24031008,1721,1431,1979,1524,1803,1183
24111004,1721,1445,1979,1524,1790,1183
24191004,1721,1458,1980,1524,1778,1183
24271000,1721,1470,1981,1524,1766,1183
24351008,1721,1475,1981,1524,1761,1183
25031008,1721,1468,1980,1524,1768,1183
25111004,1721,1457,1980,1524,1779,1183
25191004,1721,1444,1979,1524,1791,1183
25271012,1721,1431,1979,1524,1803,1183
25351000,1721,1418,1978,1524,1815,1183
25431012,1721,1405,1977,1524,1827,1183
25511012,1721,1391,1975,1524,1839,1183
25591008,1721,1378,1974,1524,1852,1183
25671008,1721,1364,1972,1524,1863,1183
25751008,1721,1351,1971,1524,1875,1183
25831004,1721,1337,1969,1524,1887,1183
25911012,1721,1323,1967,1524,1899,1183
25991012,1721,1310,1964,1524,1910,1183
26071012,1721,1296,1962,1524,1922,1183
26151008,1721,1282,1960,1524,1933,1183
26231008,1721,1269,1957,1524,1944,1183
26311008,1721,1255,1954,1524,1955,1183
26391004,1721,1241,1951,1524,1966,1183
26471000,1721,1228,1948,1524,1976,1183
26551012,1721,1214,1945,1524,1987,1183
26631008,1721,1201,1942,1524,1997,1183
26711008,1721,1187,1939,1524,2007,1183
26791004,1721,1174,1935,1524,2016,1183
26871008,1721,1161,1931,1524,2026,1183
26951008,1720,1152,1927,1524,2031,1183
27031004,1718,1148,1921,1524,2029,1183
27111004,1717,1146,1915,1524,2025,1183
27191008,1715,1144,1909,1524,2020,1183
27271008,1713,1143,1902,1524,2015,1183
27351004,1712,1141,1896,1524,2010,1183
27431004,1710,1139,1889,1524,2005,1183
27511008,1708,1138,1883,1524,2000,1183
27591008,1706,1136,1876,1524,1995,1183
27671004,1705,1134,1869,1524,1991,1183
27751004,1703,1132,1863,1524,1986,1183
27831008,1702,1131,1856,1524,1981,1183
27911004,1700,1129,1849,1524,1976,1183
27991004,1698,1127,1843,1524,1971,1183
28071000,1697,1124,1836,1524,1967,1183
28151004,1695,1122,1829,1524,1962,1183
28231004,1694,1120,1822,1524,1957,1183
28311012,1692,1118,1815,1524,1953,1183
28391012,1691,1115,1808,1524,1948,1183
28471016,1689,1113,1801,1524,1944,1183
28551004,1688,1111,1794,1524,1939,1183
28631000,1687,1108,1787,1524,1934,1183
28711000,1685,1106,1780,1524,1930,1183
28791012,1684,1103,1773,1524,1925,1183
28871012,1682,1101,1766,1524,1921,1183
28951008,1681,1098,1759,1524,1916,1183
29031008,1680,1095,1751,1524,1912,1183
29111016,1678,1092,1744,1524,1907,1183
29191004,1677,1090,1737,1524,1903,1183
29271000,1676,1087,1730,1524,1898,1183
29351012,1675,1084,1722,1524,1894,1183
29431008,1673,1082,1718,1524,1891,1183
30131004,1669,1082,1717,1524,1891,1183
30211004,1666,1082,1719,1524,1892,1183
30291000,1663,1083,1721,1524,1893,1183
30371012,1659,1084,1723,1524,1894,1183
30451012,1655,1085,1725,1524,1896,1183
30531012,1652,1086,1728,1524,1897,1183
30611008,1648,1087,1730,1524,1899,1183
30691016,1645,1088,1732,1524,1900,1183
30771004,1641,1089,1735,1524,1901,1183
30851004,1637,1090,1737,1524,1903,1183
30931000,1634,1090,1739,1524,1904,1183
31011012,1630,1091,1741,1524,1905,1183
31091024,1626,1092,1743,1524,1907,1183
31171024,1623,1093,1745,1524,1908,1183
31251024,1619,1093,1747,1524,1909,1183
31331028,1615,1094,1749,1524,1910,1183
31411028,1612,1095,1751,1524,1911,1183
31491008,1608,1096,1752,1524,1912,1183
31571008,1604,1096,1754,1524,1913,1183
31651008,1600,1097,1756,1524,1915,1183
31731004,1597,1097,1758,1524,1916,1183
31811008,1593,1098,1759,1524,1917,1183
31891004,1589,1099,1761,1524,1918,1183
31971008,1585,1099,1762,1524,1918,1183
32051004,1582,1100,1764,1524,1919,1183
32131004,1578,1100,1765,1524,1920,1183
32211000,1574,1101,1766,1524,1921,1183
32291004,1570,1101,1768,1524,1922,1183
32371004,1566,1102,1769,1524,1923,1183
32451000,1562,1102,1770,1524,1923,1183
32531012,1560,1103,1773,1524,1926,1183
33231004,1559,1106,1780,1524,1930,1183
33311004,1559,1108,1787,1524,1934,1183
33391004,1559,1111,1794,1524,1939,1183
33471000,1560,1113,1801,1524,1944,1183
33551004,1560,1116,1809,1524,1949,1183
33631008,1561,1118,1816,1524,1953,1183
33711008,1562,1120,1823,1524,1958,1183
33791004,1562,1123,1831,1524,1963,1183
33871008,1563,1125,1838,1524,1968,1183
33951004,1564,1127,1845,1524,1973,1183
34031004,1564,1129,1852,1524,1978,1183
34111000,1565,1132,1860,1524,1983,1183
34191008,1566,1134,1867,1524,1989,1183
34271000,1566,1135,1874,1524,1994,1183
34351000,1567,1137,1881,1524,1999,1183
34431012,1568,1139,1888,1524,2004,1183
34511012,1568,1141,1895,1524,2010,1183
34591012,1569,1142,1902,1524,2015,1183
34671008,1570,1144,1909,1524,2020,1183
34751008,1570,1145,1916,1524,2026,1183
34831008,1571,1147,1922,1524,2031,1183
34911012,1572,1148,1929,1524,2037,1183
34991008,1573,1149,1936,1524,2042,1183
35071008,1574,1150,1943,1524,2048,1183
35151008,1574,1151,1950,1524,2054,1183
35231008,1575,1152,1956,1524,2060,1183
35311008,1576,1152,1963,1524,2066,1183
35391008,1577,1153,1969,1524,2072,1183
35471004,1578,1153,1976,1524,2078,1183
35551008,1579,1154,1982,1524,2084,1183
35631008,1581,1154,1987,1524,2089,1183
36331012,1585,1154,1988,1524,2090,1183
36411012,1589,1154,1988,1524,2089,1183
36491004,1594,1154,1987,1524,2088,1183
36571000,1599,1154,1985,1524,2087,1183
36651012,1603,1154,1984,1524,2086,1183
36731012,1608,1154,1982,1524,2084,1183
36811008,1613,1154,1981,1524,2083,1183
36891008,1618,1154,1979,1524,2081,1183
36971004,1622,1153,1978,1524,2080,1183
