t_us,j1_us,j2_us,j3_us,j4_us,j5_us,g_us
7527820,1599,1152,2015,1524,2118,1183
7607832,1598,1153,2009,1524,2111,1183
7687832,1597,1153,2002,1524,2104,1183
7767824,1596,1154,1996,1524,2098,1183
7847820,1595,1154,1990,1524,2091,1183
7927828,1594,1154,1983,1524,2085,1183
8007828,1593,1153,1977,1524,2079,1183
8087820,1592,1153,1970,1524,2073,1183
8167828,1591,1153,1964,1524,2067,1183
8247824,1590,1152,1957,1524,2061,1183
8327832,1589,1151,1951,1524,2055,1183
8407824,1588,1150,1944,1524,2049,1183
8487832,1587,1149,1937,1524,2043,1183
8567824,1587,1148,1930,1524,2038,1183
8647824,1586,1147,1924,1524,2032,1183
8727832,1585,1146,1917,1524,2027,1183
8807828,1584,1144,1910,1524,2021,1183
8887820,1583,1143,1903,1524,2016,1183
8967824,1582,1141,1896,1524,2011,1183
9047820,1582,1139,1889,1524,2005,1183
9127828,1581,1138,1882,1524,2000,1183
9207824,1580,1136,1875,1524,1995,1183
9287832,1579,1134,1868,1524,1990,1183
9367828,1578,1132,1861,1524,1985,1183
9447824,1578,1130,1854,1524,1979,1183
9527832,1577,1128,1847,1524,1974,1183
9607824,1576,1126,1840,1524,1969,1183
9687832,1575,1123,1832,1524,1964,1183
9767828,1575,1121,1825,1524,1960,1183
9847824,1574,1119,1818,1524,1955,1183
9927832,1573,1116,1810,1524,1950,1183
10007828,1573,1114,1803,1524,1945,1183
10087824,1572,1111,1796,1524,1940,1183
10167824,1571,1109,1788,1524,1935,1183
10247824,1571,1106,1781,1524,1930,1183
10327820,1570,1103,1773,1524,1926,1183
10407828,1569,1101,1766,1524,1921,1183
10487824,1569,1098,1758,1524,1916,1183
10567832,1568,1095,1751,1524,1911,1183
10647828,1568,1092,1743,1524,1907,1183
10727824,1567,1089,1735,1524,1902,1183
10807820,1566,1086,1728,1524,1897,1183
10887824,1566,1083,1720,1524,1892,1183
10967820,1565,1080,1712,1524,1888,1183
11047832,1565,1077,1704,1524,1883,1183
11127828,1564,1074,1697,1524,1878,1183
11207820,1563,1070,1689,1524,1874,1183
11287832,1563,1067,1681,1524,1869,1183
11367828,1562,1064,1673,1524,1864,1183
11447824,1562,1061,1665,1524,1860,1183
11527824,1561,1057,1657,1524,1855,1183
11607832,1561,1054,1649,1524,1850,1183
11687828,1560,1050,1640,1524,1846,1183
11767828,1560,1047,1632,1524,1841,1183
11847820,1559,1043,1624,1524,1836,1183
11927832,1559,1040,1616,1524,1832,1183
12007828,1558,1036,1608,1524,1827,1183
12087824,1558,1032,1599,1524,1822,1183
12167832,1557,1029,1591,1524,1818,1183
12247828,1557,1025,1582,1524,1813,1183
12327828,1556,1021,1574,1524,1808,1183
12407824,1556,1017,1565,1524,1803,1183
12487828,1555,1014,1557,1524,1799,1183
12567828,1555,1010,1548,1524,1794,1183
12647824,1554,1006,1540,1524,1789,1183
12727824,1554,1002,1531,1524,1784,1183
12807832,1553,998,1522,1524,1780,1183
12887820,1553,994,1513,1524,1775,1183
12967828,1553,990,1504,1524,1770,1183
13047820,1552,985,1495,1524,1765,1183
13127832,1552,981,1486,1524,1760,1183
13207820,1551,977,1477,1524,1756,1183
13287828,1551,973,1468,1524,1751,1183
13367820,1550,968,1459,1524,1746,1183
13447828,1550,964,1449,1524,1741,1183
13527832,1550,960,1440,1524,1736,1183
13607824,1549,955,1431,1524,1731,1183
13687828,1549,951,1421,1524,1726,1183
13767824,1548,946,1412,1524,1721,1183
13847828,1548,942,1402,1524,1716,1183
13927824,1548,937,1392,1524,1711,1183
14007828,1547,932,1382,1524,1706,1183
14087832,1547,927,1373,1524,1701,1183
14167824,1546,923,1363,1524,1695,1183
14247832,1546,918,1352,1524,1690,1183
14327824,1546,913,1342,1524,1685,1183
14407828,1545,908,1332,1524,1680,1183
14487832,1545,903,1322,1524,1674,1183
14567824,1545,898,1311,1524,1669,1183
14647832,1544,892,1301,1524,1664,1183
14727828,1544,887,1290,1524,1658,1183
14807820,1544,882,1279,1524,1653,1183
14887828,1543,876,1268,1524,1647,1183
14967820,1543,871,1257,1524,1642,1183
15047828,1543,865,1246,1524,1636,1183
15127824,1542,860,1235,1524,1630,1183
15207828,1542,854,1223,1524,1624,1183
15287824,1542,848,1211,1524,1619,1183
15367832,1541,842,1200,1524,1613,1183
15447824,1541,836,1188,1524,1607,1183
15527832,1541,830,1176,1524,1601,1183
15607824,1540,824,1163,1524,1595,1183
15687828,1540,818,1151,1524,1588,1183
15767824,1540,811,1138,1524,1582,1183
15847832,1540,810,1136,1524,1581,1183
16367824,1540,815,1146,1524,1586,1183
16407828,1540,821,1157,1524,1592,1183
16447828,1540,827,1170,1524,1598,1183
16487832,1541,833,1182,1524,1604,1183
16527820,1541,839,1194,1524,1610,1183
16567820,1541,845,1206,1524,1616,1183
16607828,1542,851,1217,1524,1621,1183
16647832,1542,857,1229,1524,1627,1183
16687832,1542,863,1240,1524,1633,1183
16727820,1543,868,1251,1524,1639,1183
16767820,1543,874,1263,1524,1644,1183
16807824,1543,879,1274,1524,1650,1183
16847824,1544,885,1284,1524,1655,1183
16887828,1544,890,1295,1524,1661,1183
16927828,1544,895,1306,1524,1666,1183
16967832,1545,900,1316,1524,1672,1183
17007820,1545,905,1327,1524,1677,1183
17047824,1546,910,1337,1524,1682,1183
17087824,1546,915,1347,1524,1688,1183
17127828,1546,920,1358,1524,1693,1183
17167828,1547,925,1368,1524,1698,1183
17209588,1547,930,1377,1524,1703,1183
17247836,1547,935,1387,1524,1708,1183
17287828,1548,939,1397,1524,1713,1183
17327828,1548,944,1407,1524,1718,1183
17367820,1549,948,1416,1524,1723,1183
17407824,1549,953,1426,1524,1728,1183
17447828,1549,957,1435,1524,1733,1183
17487828,1550,962,1445,1524,1738,1183
17528956,1550,966,1454,1524,1743,1183
17567828,1551,971,1463,1524,1748,1183
17607832,1551,975,1473,1524,1753,1183
17647820,1551,979,1482,1524,1758,1183
17687828,1552,983,1491,1524,1763,1183
17727828,1552,988,1500,1524,1768,1183
17767820,1553,992,1509,1524,1772,1183
17807820,1553,996,1518,1524,1777,1183
17847828,1554,1000,1526,1524,1782,1183
17887828,1554,1004,1535,1524,1787,1183
17927820,1555,1008,1544,1524,1792,1183
17967828,1555,1012,1553,1524,1796,1183
18007824,1555,1016,1561,1524,1801,1183
18047832,1556,1019,1570,1524,1806,1183
18087824,1556,1023,1578,1524,1811,1183
18127832,1557,1027,1587,1524,1815,1183
18168868,1557,1031,1595,1524,1820,1183
18207832,1558,1034,1603,1524,1825,1183
18247840,1558,1038,1612,1524,1829,1183
18287844,1559,1042,1620,1524,1834,1183
18328168,1559,1045,1628,1524,1839,1183
18367852,1560,1049,1636,1524,1843,1183
18407848,1560,1052,1645,1524,1848,1183
18447852,1561,1055,1653,1524,1853,1183
18487852,1562,1059,1661,1524,1857,1183
18527832,1562,1062,1669,1524,1862,1183
18567828,1563,1066,1677,1524,1867,1183
18607832,1563,1069,1685,1524,1871,1183
18647832,1564,1072,1693,1524,1876,1183
18687824,1564,1075,1700,1524,1881,1183
18727832,1565,1078,1708,1524,1885,1183
18767828,1565,1081,1716,1524,1890,1183
18807828,1566,1085,1724,1524,1895,1183
18847824,1567,1088,1732,1524,1899,1183
18887828,1567,1090,1739,1524,1904,1183
18927824,1568,1093,1747,1524,1909,1183
18967832,1568,1096,1754,1524,1914,1183
19007824,1569,1099,1762,1524,1918,1183
19047820,1570,1102,1770,1524,1923,1183
19087828,1570,1105,1777,1524,1928,1183
19127820,1571,1107,1785,1524,1933,1183
19167836,1572,1110,1792,1524,1938,1183
19207832,1572,1112,1799,1524,1942,1183
19247824,1573,1115,1807,1524,1947,1183
19287824,1574,1117,1814,1524,1952,1183
19327828,1574,1120,1821,1524,1957,1183
19367824,1575,1122,1829,1524,1962,1183
19407820,1576,1125,1836,1524,1967,1183
19447832,1577,1127,1843,1524,1972,1183
19487824,1577,1129,1850,1524,1977,1183
19527820,1578,1131,1858,1524,1982,1183
19567828,1579,1133,1865,1524,1987,1183
19609168,1580,1135,1872,1524,1992,1183
19647828,1580,1137,1879,1524,1997,1183
19687824,1581,1139,1886,1524,2003,1183
19727832,1582,1140,1893,1524,2008,1183
19767820,1583,1142,1900,1524,2013,1183
19807836,1584,1143,1907,1524,2019,1183
19847828,1584,1145,1913,1524,2024,1183
19887820,1585,1146,1920,1524,2029,1183
19927828,1586,1148,1927,1524,2035,1183
19967820,1587,1149,1934,1524,2041,1183
20007832,1588,1150,1941,1524,2046,1183
20047824,1589,1151,1947,1524,2052,1183
20087824,1590,1152,1954,1524,2058,1183
20127832,1591,1152,1961,1524,2064,1183
20167824,1592,1153,1967,1524,2070,1183
20207832,1593,1153,1974,1524,2076,1183
20247832,1594,1154,1980,1524,2082,1183
20287828,1595,1154,1986,1524,2088,1183
20327820,1596,1154,1993,1524,2095,1183
20367828,1597,1153,1999,1524,2101,1183
20411208,1598,1153,2005,1524,2108,1183
20447836,1599,1153,2012,1524,2115,1183
20487820,1600,1152,2018,1524,2121,1183
20527824,1601,1151,2024,1524,2129,1183
20567820,1602,1150,2030,1524,2136,1183
20607824,1603,1148,2036,1524,2143,1183
20647832,1604,1147,2042,1524,2151,1183
20687824,1605,1145,2048,1524,2158,1183
20727820,1607,1142,2053,1524,2166,1183
20767824,1607,1142,2055,1524,2169,1183
21227828,1606,1143,2051,1524,2163,1183
21267820,1605,1146,2044,1524,2153,1183
21311292,1603,1148,2036,1524,2143,1183
21347832,1601,1150,2027,1524,2132,1183
21387832,1600,1152,2018,1524,2121,1183
21427824,1598,1153,2009,1524,2111,1183
21467824,1597,1153,1999,1524,2101,1183
21507828,1595,1154,1990,1524,2091,1183
21547824,1594,1154,1980,1524,2082,1183
21587828,1592,1153,1970,1524,2073,1183
21627824,1591,1152,1961,1524,2064,1183
21667832,1589,1151,1951,1524,2055,1183
21707824,1588,1150,1941,1524,2046,1183
21747832,1587,1148,1930,1524,2038,1183
21788980,1585,1146,1920,1524,2029,1183
21827824,1584,1144,1910,1524,2021,1183
21867832,1583,1142,1900,1524,2013,1183
21907824,1582,1139,1889,1524,2005,1183
21949068,1580,1137,1879,1524,1997,1183
21987828,1579,1134,1868,1524,1990,1183
22027828,1578,1131,1858,1524,1982,1183
22067824,1577,1128,1847,1524,1974,1183
22107820,1576,1124,1836,1524,1967,1183
22147828,1575,1121,1825,1524,1960,1183
22187820,1574,1117,1814,1524,1952,1183
22227828,1573,1114,1803,1524,1945,1183
22267828,1572,1110,1792,1524,1938,1183
22307824,1571,1106,1781,1524,1930,1183
22347832,1570,1102,1770,1524,1923,1183
22387828,1569,1098,1758,1524,1916,1183
22427824,1568,1093,1747,1524,1909,1183
22467828,1567,1089,1735,1524,1902,1183
22507824,1566,1085,1724,1524,1895,1183
22547832,1565,1080,1712,1524,1888,1183
22587820,1564,1075,1700,1524,1881,1183
22627828,1563,1070,1689,1524,1874,1183
22667820,1563,1066,1677,1524,1867,1183
22707820,1562,1061,1665,1524,1860,1183
22747828,1561,1055,1653,1524,1853,1183
22787832,1560,1050,1640,1524,1846,1183
22827824,1559,1045,1628,1524,1839,1183
22867820,1559,1040,1616,1524,1832,1183
22910688,1558,1034,1603,1524,1825,1183
22947824,1557,1029,1591,1524,1818,1183
22987828,1556,1023,1578,1524,1811,1183
23027824,1556,1017,1565,1524,1803,1183
23067832,1555,1012,1553,1524,1796,1183
23107824,1554,1006,1540,1524,1789,1183
23147832,1554,1000,1526,1524,1782,1183
23187824,1553,994,1513,1524,1775,1183
23227824,1552,988,1500,1524,1768,1183
23267828,1552,981,1486,1524,1760,1183
23307836,1551,975,1473,1524,1753,1183
23347828,1550,968,1459,1524,1746,1183
23387828,1550,962,1445,1524,1738,1183
23427828,1549,955,1431,1524,1731,1183
23467820,1549,948,1416,1524,1723,1183
23507824,1548,942,1402,1524,1716,1183
23547828,1547,935,1387,1524,1708,1183
23587820,1547,927,1373,1524,1701,1183
23627824,1546,920,1358,1524,1693,1183
23667828,1546,913,1342,1524,1685,1183
23710216,1545,905,1327,1524,1677,1183
23747832,1545,898,1311,1524,1669,1183
23787824,1544,890,1295,1524,1661,1183
23827824,1544,882,1279,1524,1653,1183
23867828,1543,874,1263,1524,1644,1183
23907832,1543,865,1246,1524,1636,1183
23947840,1542,857,1229,1524,1627,1183
23987844,1542,848,1211,1524,1619,1183
24027848,1541,839,1194,1524,1610,1183
24067848,1541,830,1176,1524,1601,1183
24107848,1540,821,1157,1524,1591,1183
24147852,1540,811,1138,1524,1582,1183
24187848,1539,808,1126,1524,1574,1183
24627824,1539,812,1125,1524,1568,1183
24667828,1539,819,1127,1524,1563,1183
24707828,1539,826,1129,1524,1558,1183
24749464,1539,834,1132,1524,1553,1183
24787832,1539,842,1135,1524,1548,1183
24827824,1539,850,1137,1524,1543,1183
24867824,1539,858,1140,1524,1537,1183
24907828,1539,865,1142,1524,1532,1183
24947828,1539,873,1144,1524,1526,1183
24987832,1539,880,1145,1524,1521,1183
25027820,1539,887,1147,1524,1515,1183
25067832,1539,894,1148,1524,1509,1183
25107820,1539,901,1149,1524,1503,1183
25147824,1539,908,1150,1524,1497,1183
25187828,1539,915,1151,1524,1491,1183
25227836,1539,921,1151,1524,1485,1183
25254492,1539,928,1158,1524,1485,1183
25294492,1540,937,1172,1524,1490,1183
25334492,1540,948,1189,1524,1497,1183
25374496,1541,958,1207,1524,1505,1183
25414500,1541,968,1225,1524,1512,1183
25454488,1542,978,1242,1524,1520,1183
25494488,1542,988,1259,1524,1527,1183
25535216,1543,997,1276,1524,1534,1183
25574496,1543,1007,1293,1524,1541,1183
25614492,1544,1016,1309,1524,1548,1183
25654496,1544,1026,1325,1524,1555,1183
25696444,1545,1035,1341,1524,1562,1183
25734496,1545,1044,1357,1524,1568,1183
25774488,1546,1053,1372,1524,1574,1183
25814492,1546,1062,1387,1524,1581,1183
25854492,1547,1071,1402,1524,1587,1183
25894492,1547,1080,1417,1524,1593,1183
25934484,1548,1089,1432,1524,1599,1183
25974492,1549,1097,1446,1524,1605,1183
26014484,1549,1106,1461,1524,1610,1183
26054492,1550,1114,1475,1524,1616,1183
26094484,1550,1123,1489,1524,1622,1183
26134488,1551,1131,1503,1524,1627,1183
26177464,1552,1140,1517,1524,1632,1183
26214488,1552,1148,1530,1524,1638,1183
26254492,1553,1157,1544,1524,1643,1183
26294484,1554,1165,1557,1524,1648,1183
26336080,1554,1173,1571,1524,1653,1183
26374496,1555,1182,1584,1524,1658,1183
26414488,1556,1190,1597,1524,1663,1183
26454484,1556,1198,1610,1524,1667,1183
26494488,1557,1207,1623,1524,1672,1183
26534500,1558,1215,1636,1524,1677,1183
26574492,1559,1223,1649,1524,1681,1183
26614496,1559,1232,1661,1524,1685,1183
26654500,1560,1240,1674,1524,1690,1183
26694504,1561,1248,1687,1524,1694,1183
26734508,1562,1257,1699,1524,1698,1183
26774492,1563,1265,1711,1524,1702,1183
26814488,1563,1274,1724,1524,1706,1183
26854492,1564,1282,1736,1524,1709,1183
26894484,1565,1291,1748,1524,1713,1183
26934492,1566,1299,1760,1524,1717,1183
26974496,1567,1308,1772,1524,1720,1183
27014488,1568,1317,1785,1524,1723,1183
27054492,1569,1325,1797,1524,1727,1183
27095780,1570,1334,1808,1524,1730,1183
27134488,1571,1343,1820,1524,1733,1183
27174500,1572,1352,1832,1524,1735,1183
27214492,1573,1362,1844,1524,1738,1183
27254692,1574,1371,1856,1524,1740,1183
27294492,1575,1380,1868,1524,1743,1183
27334484,1576,1390,1879,1524,1745,1183
27374492,1577,1400,1891,1524,1747,1183
27414496,1578,1410,1903,1524,1748,1183
27454488,1579,1420,1914,1524,1750,1183
27494496,1580,1430,1926,1524,1751,1183
27534488,1582,1441,1938,1524,1752,1183
27574484,1583,1452,1949,1524,1753,1183
27614492,1584,1463,1961,1524,1753,1183
27654484,1585,1475,1972,1524,1753,1183
27694488,1587,1486,1984,1524,1753,1183
27734492,1588,1499,1996,1524,1752,1183
27774488,1589,1511,2007,1524,1751,1183
27814500,1591,1525,2019,1524,1750,1183
27854492,1592,1538,2031,1524,1748,1183
27894944,1594,1553,2042,1524,1745,1183
27934488,1595,1568,2054,1524,1742,1183
27974492,1597,1584,2066,1524,1738,1183
28014488,1598,1601,2078,1524,1733,1183
28054484,1600,1619,2090,1524,1727,1183
28094492,1601,1638,2102,1524,1719,1183
28134484,1603,1658,2114,1524,1711,1183
28174492,1605,1681,2126,1524,1701,1183
28214488,1607,1705,2139,1524,1689,1183
28254492,1608,1711,2147,1524,1691,1183
28694492,1608,1690,2149,1524,1715,1183
28734484,1608,1658,2149,1524,1746,1183
28774936,1609,1622,2146,1524,1780,1183
28814488,1609,1584,2143,1524,1815,1183
28854492,1609,1546,2140,1524,1849,1183
28894488,1609,1507,2135,1524,1884,1183
28934496,1609,1469,2130,1524,1917,1183
28974488,1609,1430,2125,1524,1950,1183
29014492,1609,1393,2119,1524,1981,1183
29054492,1609,1356,2113,1524,2012,1183
29094492,1609,1321,2106,1524,2041,1183
29134484,1609,1286,2099,1524,2068,1183
29174492,1609,1252,2091,1524,2095,1183
29216300,1609,1220,2084,1524,2119,1183
29254492,1609,1188,2076,1524,2143,1183
29294484,1609,1161,2068,1524,2162,1183
29321152,1608,1148,2061,1524,2169,1183
29361156,1606,1145,2053,1524,2163,1183
29401164,1605,1147,2045,1524,2153,1183
29441156,1603,1149,2036,1524,2143,1183
29481164,1601,1150,2027,1524,2132,1183
29521164,1600,1152,2018,1524,2121,1183
29561156,1598,1153,2009,1524,2111,1183
29601164,1597,1153,1999,1524,2101,1183
29641156,1595,1154,1990,1524,2091,1183
29681156,1594,1154,1980,1524,2082,1183
29721168,1592,1153,1970,1524,2073,1183
29761160,1591,1152,1961,1524,2064,1183
29801156,1589,1151,1951,1524,2055,1183
29841160,1588,1150,1941,1524,2046,1183
29881152,1587,1148,1930,1524,2038,1183
29921160,1585,1146,1920,1524,2029,1183
29961156,1584,1144,1910,1524,2021,1183
30001164,1583,1142,1900,1524,2013,1183
30041156,1582,1139,1889,1524,2005,1183
30081152,1580,1137,1879,1524,1997,1183
30121160,1579,1134,1868,1524,1990,1183
30161788,1578,1131,1858,1524,1982,1183
30201152,1577,1128,1847,1524,1974,1183
30241164,1576,1124,1836,1524,1967,1183
30281156,1575,1121,1825,1524,1960,1183
30321164,1574,1117,1814,1524,1952,1183
30361164,1573,1114,1803,1524,1945,1183
30401160,1572,1110,1792,1524,1938,1183
30441152,1571,1106,1781,1524,1930,1183
30481152,1570,1102,1770,1524,1923,1183
30521160,1569,1098,1758,1524,1916,1183
30561156,1568,1093,1747,1524,1909,1183
30601164,1567,1089,1735,1524,1902,1183
30641156,1566,1085,1724,1524,1895,1183
30681164,1565,1080,1712,1524,1888,1183
30721160,1564,1075,1700,1524,1881,1183
30761160,1563,1070,1689,1524,1874,1183
30801152,1563,1066,1677,1524,1867,1183
30841160,1562,1061,1665,1524,1860,1183
30881156,1561,1055,1653,1524,1853,1183
30921200,1560,1050,1640,1524,1846,1183
30961160,1559,1045,1628,1524,1839,1183
31001160,1559,1040,1616,1524,1832,1183
31041156,1558,1034,1603,1524,1825,1183
31081684,1557,1029,1591,1524,1818,1183
31121160,1556,1023,1578,1524,1811,1183
31161156,1556,1017,1565,1524,1803,1183
31201164,1555,1012,1553,1524,1796,1183
31241160,1554,1006,1540,1524,1789,1183
31281152,1554,1000,1526,1524,1782,1183
31321160,1553,994,1513,1524,1775,1183
31361164,1552,988,1500,1524,1768,1183
31401164,1552,981,1486,1524,1760,1183
31441152,1551,975,1473,1524,1753,1183
31481156,1550,968,1459,1524,1746,1183
31521160,1550,962,1445,1524,1738,1183
31561156,1549,955,1431,1524,1731,1183
31601160,1549,948,1416,1524,1723,1183
31641168,1548,942,1402,1524,1716,1183
31681160,1547,935,1387,1524,1708,1183
31721156,1547,927,1373,1524,1701,1183
31761160,1546,920,1358,1524,1693,1183
31801164,1546,913,1342,1524,1685,1183
31841156,1545,905,1327,1524,1677,1183
31881156,1545,898,1311,1524,1669,1183
31921160,1544,890,1295,1524,1661,1183
31961164,1544,882,1279,1524,1653,1183
32001156,1543,874,1263,1524,1644,1183
32042188,1543,865,1246,1524,1636,1183
32081164,1542,857,1229,1524,1627,1183
32121152,1542,848,1211,1524,1619,1183
32161156,1541,839,1194,1524,1610,1183
