t_us,j1_us,j2_us,j3_us,j4_us,j5_us,g_us
10822464,1527,1010,1549,1524,1794,1183
10902476,1524,1010,1550,1524,1795,1183
10982472,1521,1011,1551,1524,1795,1183
11062472,1518,1011,1551,1524,1796,1183
11142468,1515,1013,1555,1524,1798,1183
11742472,1514,1016,1562,1524,1801,1183
11822472,1514,1019,1570,1524,1806,1183
11902468,1514,1023,1578,1524,1810,1183
11982464,1514,1027,1586,1524,1815,1183
12062468,1515,1031,1595,1524,1820,1183
12142468,1515,1034,1603,1524,1825,1183
12222476,1515,1038,1612,1524,1829,1183
12302472,1515,1042,1620,1524,1834,1183
12382472,1516,1045,1628,1524,1839,1183
12462468,1516,1049,1637,1524,1843,1183
12542476,1516,1052,1645,1524,1848,1183
12622472,1516,1056,1653,1524,1853,1183
12702464,1517,1059,1661,1524,1858,1183
12782476,1517,1062,1669,1524,1862,1183
12862472,1517,1066,1677,1524,1867,1183
12942468,1517,1069,1685,1524,1872,1183
13022468,1518,1072,1693,1524,1876,1183
13102464,1518,1076,1701,1524,1881,1183
13182472,1518,1079,1709,1524,1886,1183
13262472,1519,1082,1717,1524,1891,1183
13342472,1519,1085,1725,1524,1895,1183
13422468,1519,1088,1733,1524,1900,1183
13502472,1520,1091,1740,1524,1905,1183
13582468,1520,1094,1748,1524,1910,1183
13662464,1520,1097,1756,1524,1914,1183
13742472,1520,1100,1763,1524,1919,1183
13822468,1521,1102,1771,1524,1924,1183
13902464,1521,1105,1779,1524,1929,1183
13982468,1521,1108,1786,1524,1934,1183
14062464,1522,1110,1794,1524,1939,1183
14142476,1523,1112,1799,1524,1942,1183
14742468,1527,1113,1801,1524,1943,1183
14822464,1530,1113,1801,1524,1944,1183
14902472,1534,1113,1801,1524,1943,1183
14982468,1538,1113,1800,1524,1943,1183
15062464,1542,1112,1799,1524,1942,1183
15142476,1546,1112,1798,1524,1942,1183
15222480,1550,1112,1797,1524,1941,1183
15302464,1554,1111,1796,1524,1940,1183
15382476,1558,1111,1795,1524,1940,1183
15462472,1562,1111,1794,1524,1939,1183
15542476,1566,1110,1793,1524,1938,1183
15622472,1570,1110,1792,1524,1937,1183
15702468,1574,1109,1790,1524,1937,1183
15782468,1577,1109,1789,1524,1936,1183
15862480,1581,1108,1788,1524,1935,1183
15942464,1585,1108,1786,1524,1934,1183
16022476,1589,1107,1785,1524,1933,1183
16102472,1593,1107,1783,1524,1932,1183
16182464,1597,1106,1782,1524,1931,1183
16262472,1601,1106,1780,1524,1930,1183
16342468,1604,1105,1779,1524,1929,1183
16422468,1608,1105,1777,1524,1928,1183
16502480,1612,1104,1775,1524,1927,1183
16582476,1616,1103,1773,1524,1926,1183
16662472,1620,1103,1771,1524,1924,1183
16742468,1623,1102,1769,1524,1923,1183
16822476,1627,1101,1768,1524,1922,1183
16902472,1631,1100,1766,1524,1921,1183
16982468,1635,1100,1763,1524,1919,1183
17062476,1638,1099,1761,1524,1918,1183
17142476,1641,1101,1761,1524,1915,1183
17742472,1642,1108,1762,1524,1909,1183
17822464,1643,1117,1764,1524,1903,1183
17902476,1643,1126,1767,1524,1896,1183
17982464,1643,1136,1769,1524,1889,1183
18062472,1643,1145,1772,1524,1882,1183
18142472,1643,1154,1774,1524,1875,1183
18222468,1643,1164,1776,1524,1868,1183
18302472,1643,1173,1778,1524,1861,1183
18382472,1643,1182,1780,1524,1853,1183
18462472,1643,1192,1782,1524,1846,1183
18542472,1643,1201,1784,1524,1838,1183
18622472,1643,1210,1785,1524,1831,1183
18702472,1643,1219,1787,1524,1823,1183
18782468,1643,1228,1788,1524,1815,1183
18862472,1643,1238,1790,1524,1808,1183
18942472,1643,1247,1791,1524,1800,1183
19022468,1643,1256,1792,1524,1792,1183
19102472,1643,1265,1793,1524,1784,1183
19182468,1643,1274,1794,1524,1776,1183
19262464,1643,1282,1795,1524,1768,1183
19342476,1643,1291,1795,1524,1760,1183
19422472,1643,1300,1796,1524,1751,1183
19502464,1643,1309,1796,1524,1743,1183
19582476,1643,1317,1797,1524,1735,1183
19662472,1644,1324,1798,1524,1730,1183
19742476,1647,1328,1801,1524,1729,1183
19822472,1650,1331,1805,1524,1729,1183
19902472,1653,1334,1808,1524,1730,1183
19982468,1657,1337,1812,1524,1731,1183
20062468,1660,1340,1816,1524,1731,1183
20142468,1664,1342,1819,1524,1732,1183
20222464,1667,1345,1823,1524,1733,1183
20302476,1671,1348,1826,1524,1734,1183
20382468,1674,1350,1830,1524,1735,1183
20462464,1678,1353,1833,1524,1735,1183
20542464,1682,1356,1836,1524,1736,1183
20622472,1685,1358,1840,1524,1737,1183
20702468,1689,1361,1843,1524,1738,1183
20782464,1693,1363,1846,1524,1738,1183
20862476,1696,1366,1849,1524,1739,1183
20942472,1700,1368,1853,1524,1740,1183
21022464,1703,1369,1855,1524,1742,1183
21616680,1705,1365,1857,1524,1747,1183
21696688,1706,1357,1857,1524,1755,1183
21776684,1706,1348,1857,1524,1764,1183
21856680,1706,1339,1856,1524,1773,1183
21936688,1706,1329,1856,1524,1782,1183
22016688,1706,1319,1855,1524,1791,1183
22096688,1706,1309,1854,1524,1801,1183
22176684,1706,1299,1853,1524,1810,1183
22256688,1706,1289,1852,1524,1818,1183
22336688,1706,1279,1851,1524,1827,1183
22416684,1706,1268,1849,1524,1836,1183
22496680,1706,1258,1848,1524,1845,1183
22576684,1706,1248,1846,1524,1854,1183
22656680,1706,1238,1844,1524,1862,1183
22736684,1706,1227,1842,1524,1871,1183
22816692,1706,1217,1840,1524,1879,1183
22896692,1706,1207,1838,1524,1887,1183
22976688,1706,1196,1836,1524,1895,1183
23056688,1706,1186,1834,1524,1903,1183
23136684,1706,1175,1831,1524,1911,1183
23216684,1706,1165,1829,1524,1919,1183
23296692,1706,1154,1826,1524,1927,1183
23376684,1706,1144,1823,1524,1935,1183
23456680,1706,1134,1820,1524,1942,1183
23536688,1706,1125,1817,1524,1948,1183
23616688,1705,1119,1812,1524,1948,1183
23696684,1704,1115,1805,1524,1946,1183
23776680,1702,1112,1799,1524,1942,1183
23856688,1701,1110,1792,1524,1937,1183
23936684,1699,1107,1785,1524,1933,1183
24016688,1698,1105,1778,1524,1928,1183
24096684,1696,1102,1771,1524,1924,1183
24176688,1695,1100,1764,1524,1919,1183
24256688,1694,1097,1756,1524,1915,1183
24336684,1692,1094,1749,1524,1910,1183
24416680,1691,1092,1742,1524,1906,1183
24496688,1689,1089,1735,1524,1901,1183
24576684,1688,1086,1727,1524,1897,1183
24656684,1687,1083,1720,1524,1893,1183
24736684,1685,1080,1713,1524,1888,1183
24816688,1684,1077,1705,1524,1884,1183
24896684,1683,1074,1698,1524,1879,1183
24976692,1682,1071,1690,1524,1875,1183
25056688,1680,1068,1683,1524,1870,1183
25136688,1679,1065,1675,1524,1866,1183
25216684,1678,1062,1668,1524,1861,1183
25296688,1677,1059,1660,1524,1857,1183
25376684,1675,1055,1653,1524,1853,1183
25456680,1674,1052,1645,1524,1848,1183
25536692,1673,1049,1637,1524,1844,1183
25616688,1672,1045,1629,1524,1839,1183
25696684,1671,1042,1621,1524,1835,1183
25776684,1670,1039,1614,1524,1830,1183
25856692,1668,1035,1606,1524,1826,1183
25936684,1667,1032,1598,1524,1821,1183
26016692,1666,1028,1590,1524,1817,1183
26096692,1665,1025,1581,1524,1812,1183
26176688,1664,1021,1573,1524,1808,1183
26256688,1663,1017,1565,1524,1803,1183
26336684,1662,1014,1557,1524,1799,1183
26416688,1661,1010,1549,1524,1794,1183
26496684,1660,1006,1540,1524,1790,1183
26576684,1659,1002,1532,1524,1785,1183
26656680,1658,998,1524,1524,1781,1183
26736688,1657,995,1515,1524,1776,1183
26816680,1656,991,1507,1524,1771,1183
26896688,1655,987,1498,1524,1767,1183
26976692,1654,983,1489,1524,1762,1183
27056688,1653,979,1481,1524,1757,1183
27136680,1652,975,1472,1524,1753,1183
27216692,1651,970,1463,1524,1748,1183
27296684,1650,966,1454,1524,1743,1183
27376680,1649,962,1445,1524,1739,1183
27456684,1648,958,1436,1524,1734,1183
27536688,1647,953,1427,1524,1729,1183
27616684,1646,949,1418,1524,1724,1183
27696684,1646,945,1408,1524,1719,1183
27776688,1645,940,1399,1524,1714,1183
27856688,1644,936,1390,1524,1709,1183
27936680,1643,931,1380,1524,1705,1183
28016688,1642,927,1372,1524,1700,1183
28616688,1640,925,1368,1524,1698,1183
28696684,1637,926,1369,1524,1699,1183
28776688,1634,927,1371,1524,1700,1183
28856680,1631,928,1373,1524,1701,1183
28936684,1629,929,1376,1524,1702,1183
29016692,1626,930,1378,1524,1704,1183
29096692,1623,931,1381,1524,1705,1183
29176684,1620,933,1383,1524,1706,1183
29256688,1617,934,1386,1524,1707,1183
29336684,1614,935,1388,1524,1709,1183
29416704,1611,936,1390,1524,1710,1183
29496708,1608,937,1393,1524,1711,1183
29576700,1605,938,1395,1524,1712,1183
29656708,1602,939,1397,1524,1713,1183
29736708,1599,940,1399,1524,1714,1183
29816704,1596,941,1401,1524,1716,1183
29896692,1593,942,1403,1524,1717,1183
29976688,1590,943,1405,1524,1718,1183
30056684,1588,944,1407,1524,1719,1183
30136688,1585,945,1409,1524,1720,1183
30216684,1582,946,1411,1524,1721,1183
30296680,1579,947,1413,1524,1721,1183
30376696,1576,947,1414,1524,1722,1183
30456692,1573,948,1416,1524,1723,1183
30536688,1570,949,1418,1524,1724,1183
30616684,1566,950,1419,1524,1725,1183
30696688,1563,950,1421,1524,1726,1183
30776684,1560,951,1422,1524,1726,1183
30856692,1557,952,1424,1524,1727,1183
30936684,1554,952,1425,1524,1728,1183
31016700,1551,953,1426,1524,1729,1183
31096692,1548,954,1427,1524,1729,1183
31176688,1545,954,1429,1524,1730,1183
31256680,1542,955,1430,1524,1730,1183
31336688,1539,955,1431,1524,1731,1183
31416684,1536,956,1432,1524,1732,1183
31496680,1533,956,1433,1524,1732,1183
31576688,1530,957,1434,1524,1733,1183
31656688,1527,957,1435,1524,1733,1183
31736684,1524,958,1436,1524,1734,1183
31816680,1521,958,1437,1524,1734,1183
31896688,1518,958,1437,1524,1734,1183
31976684,1515,959,1438,1524,1735,1183
32056684,1511,959,1439,1524,1735,1183
32136692,1508,959,1439,1524,1735,1183
32216684,1505,960,1440,1524,1736,1183
32296696,1502,960,1440,1524,1736,1183
32376692,1499,960,1441,1524,1736,1183
32456688,1496,960,1441,1524,1736,1183
32536692,1493,960,1442,1524,1737,1183
32616688,1490,960,1442,1524,1737,1183
32696688,1487,961,1442,1524,1737,1183
32776684,1484,961,1442,1524,1737,1183
32856688,1481,961,1442,1524,1737,1183
32936700,1477,961,1443,1524,1737,1183
33016684,1475,962,1444,1524,1738,1183
33616684,1473,964,1449,1524,1741,1183
33696688,1472,968,1457,1524,1745,1183
33776684,1472,972,1466,1524,1750,1183
33856688,1472,976,1475,1524,1755,1183
33936680,1472,980,1485,1524,1760,1183
34016688,1472,985,1494,1524,1764,1183
34096680,1472,989,1503,1524,1769,1183
34176688,1472,993,1512,1524,1774,1183
34256688,1472,997,1521,1524,1779,1183
34336684,1472,1001,1530,1524,1784,1183
34416692,1472,1005,1538,1524,1789,1183
34496688,1472,1009,1547,1524,1793,1183
34576684,1472,1013,1556,1524,1798,1183
34656680,1472,1017,1565,1524,1803,1183
34736692,1472,1021,1573,1524,1808,1183
34816680,1472,1025,1582,1524,1812,1183
34896684,1472,1028,1590,1524,1817,1183
34976680,1472,1032,1599,1524,1822,1183
35056692,1472,1036,1607,1524,1827,1183
35136688,1472,1040,1616,1524,1831,1183
35216684,1472,1043,1624,1524,1836,1183
35296708,1472,1047,1632,1524,1841,1183
35376704,1472,1050,1640,1524,1846,1183
35456716,1472,1054,1649,1524,1850,1183
35536700,1472,1057,1657,1524,1855,1183
35616700,1472,1061,1665,1524,1860,1183
35696692,1472,1064,1673,1524,1865,1183
35776692,1472,1067,1681,1524,1869,1183
35856692,1472,1071,1689,1524,1874,1183
35936688,1472,1074,1697,1524,1879,1183
36016684,1472,1077,1705,1524,1883,1183
36096684,1472,1080,1713,1524,1888,1183
36176684,1472,1083,1721,1524,1893,1183
36256680,1472,1086,1729,1524,1898,1183
36336692,1472,1089,1736,1524,1902,1183
36416688,1472,1092,1744,1524,1907,1183
36496688,1472,1095,1752,1524,1912,1183
36576684,1472,1098,1760,1524,1917,1183
36656684,1472,1101,1767,1524,1922,1183
36736684,1472,1104,1775,1524,1927,1183
36816684,1472,1107,1783,1524,1931,1183
36896684,1472,1109,1790,1524,1936,1183
36976692,1472,1112,1798,1524,1941,1183
37056684,1472,1114,1805,1524,1946,1183
37136680,1472,1117,1813,1524,1951,1183
37216692,1472,1119,1820,1524,1956,1183
37296688,1472,1122,1827,1524,1961,1183
37376688,1472,1124,1835,1524,1966,1183
37456692,1472,1126,1842,1524,1971,1183
37536692,1472,1129,1849,1524,1976,1183
37616688,1472,1131,1857,1524,1981,1183
37696680,1472,1133,1864,1524,1987,1183
37776692,1472,1135,1871,1524,1992,1183
37856688,1472,1137,1878,1524,1997,1183
37936688,1472,1138,1885,1524,2002,1183
38016684,1473,1140,1892,1524,2007,1183
38616692,1475,1141,1896,1524,2010,1183
38696696,1479,1141,1897,1524,2011,1183
38776680,1483,1141,1897,1524,2011,1183
38856680,1487,1141,1897,1524,2011,1183
38936680,1492,1141,1897,1524,2011,1183
39016692,1496,1141,1897,1524,2011,1183
39096688,1501,1141,1897,1524,2011,1183
39176688,1505,1141,1896,1524,2011,1183
39256688,1509,1141,1896,1524,2010,1183
39336692,1514,1141,1895,1524,2010,1183
39416688,1518,1141,1895,1524,2010,1183
39496684,1522,1141,1894,1524,2009,1183
39576684,1527,1141,1894,1524,2009,1183
39656680,1531,1140,1893,1524,2008,1183
39736680,1536,1140,1892,1524,2008,1183
39816692,1540,1140,1891,1524,2007,1183
39896688,1544,1140,1891,1524,2006,1183
39976692,1549,1140,1890,1524,2006,1183
40056680,1553,1139,1889,1524,2005,1183
40136688,1557,1139,1888,1524,2004,1183
40216688,1561,1139,1887,1524,2003,1183
40296684,1566,1139,1886,1524,2003,1183
40376684,1570,1138,1885,1524,2002,1183
40456688,1574,1138,1883,1524,2001,1183
40536684,1579,1138,1882,1524,2000,1183
40616692,1583,1137,1881,1524,1999,1183
40696688,1587,1137,1879,1524,1998,1183
40776680,1591,1137,1878,1524,1997,1183
40856692,1595,1136,1877,1524,1996,1183
40936692,1600,1136,1875,1524,1995,1183
41016692,1604,1135,1873,1524,1994,1183
41096688,1608,1135,1872,1524,1992,1183
41176688,1612,1135,1870,1524,1991,1183
41256692,1616,1134,1868,1524,1990,1183
41336688,1620,1134,1867,1524,1989,1183
41416684,1625,1133,1865,1524,1987,1183
41496680,1629,1133,1863,1524,1986,1183
41576692,1633,1132,1861,1524,1985,1183
41656688,1637,1131,1859,1524,1983,1183
41736692,1641,1131,1857,1524,1982,1183
41816688,1645,1130,1855,1524,1980,1183
41896692,1649,1130,1853,1524,1979,1183
41976692,1653,1129,1851,1524,1977,1183
42056688,1657,1128,1849,1524,1976,1183
42136688,1661,1128,1846,1524,1974,1183
42216684,1665,1127,1844,1524,1972,1183
42296680,1669,1126,1842,1524,1971,1183
42376692,1673,1125,1839,1524,1969,1183
42456688,1677,1125,1837,1524,1967,1183
42536692,1681,1124,1834,1524,1966,1183
42616692,1684,1123,1832,1524,1964,1183
42696684,1688,1122,1829,1524,1962,1183
42776680,1692,1121,1826,1524,1960,1183
42856692,1696,1121,1824,1524,1959,1183
42936688,1700,1120,1821,1524,1957,1183
43016688,1703,1121,1819,1524,1954,1183
43616692,1705,1126,1819,1524,1949,1183
43696688,1706,1134,1821,1524,1942,1183
43776684,1706,1144,1823,1524,1935,1183
43856692,1706,1155,1826,1524,1927,1183
43936688,1706,1165,1829,1524,1919,1183
44016688,1706,1175,1831,1524,1911,1183
44096684,1706,1186,1834,1524,1903,1183
44176684,1706,1196,1836,1524,1895,1183
44256680,1706,1207,1838,1524,1887,1183
44336692,1706,1217,1840,1524,1879,1183
44416688,1706,1227,1842,1524,1871,1183
44496684,1706,1238,1844,1524,1862,1183
44576680,1706,1248,1846,1524,1854,1183
44656688,1706,1258,1848,1524,1845,1183
44736684,1706,1268,1849,1524,1836,1183
44816684,1706,1279,1851,1524,1827,1183
44896680,1706,1289,1852,1524,1818,1183
44976688,1706,1299,1853,1524,1810,1183
45056688,1706,1309,1854,1524,1801,1183
45136692,1706,1319,1855,1524,1791,1183
45216688,1706,1329,1856,1524,1782,1183
45296684,1706,1339,1856,1524,1773,1183
45376684,1706,1348,1857,1524,1764,1183
45456684,1706,1358,1857,1524,1755,1183
45536684,1706,1367,1859,1524,1747,1183
45616680,1707,1375,1863,1524,1744,1183
45696692,1709,1381,1869,1524,1744,1183
45776692,1710,1387,1876,1524,1744,1183
45856692,1712,1393,1883,1524,1746,1183
45936688,1713,1399,1891,1524,1747,1183
46016688,1715,1406,1898,1524,1748,1183
46096680,1717,1412,1905,1524,1749,1183
46176692,1719,1418,1912,1524,1750,1183
46256688,1720,1425,1920,1524,1750,1183
46336684,1722,1431,1927,1524,1751,1183
46416688,1724,1438,1934,1524,1752,1183
46496684,1726,1444,1941,1524,1752,1183
46576680,1727,1445,1946,1524,1756,1183
47156680,1727,1437,1947,1524,1765,1183
47236692,1727,1427,1947,1524,1776,1183
47316696,1727,1415,1947,1524,1787,1183
47396680,1727,1403,1946,1524,1798,1183
47476692,1727,1391,1945,1524,1809,1183
47556692,1727,1379,1944,1524,1821,1183
47636688,1727,1367,1943,1524,1832,1183
47716684,1727,1354,1942,1524,1843,1183
47796684,1727,1342,1940,1524,1854,1183
47876684,1727,1330,1939,1524,1865,1183
47956688,1727,1317,1937,1524,1876,1183
48036688,1727,1304,1935,1524,1886,1183
48116684,1727,1292,1933,1524,1897,1183
48196692,1727,1279,1931,1524,1907,1183
48276692,1727,1267,1929,1524,1918,1183
48356688,1727,1254,1926,1524,1928,1183
48436688,1727,1241,1924,1524,1938,1183
48516680,1727,1229,1921,1524,1948,1183
48596696,1727,1216,1918,1524,1957,1183
48676684,1727,1204,1915,1524,1967,1183
48756680,1727,1191,1912,1524,1976,1183
48836688,1727,1179,1909,1524,1986,1183
48916688,1727,1166,1906,1524,1995,1183
48996684,1727,1154,1902,1524,2004,1183
49076684,1727,1145,1898,1524,2008,1183
49156680,1725,1141,1892,1524,2006,1183
49236696,1724,1139,1886,1524,2002,1183
49316680,1722,1137,1879,1524,1998,1183
49396692,1720,1135,1873,1524,1993,1183
49476680,1719,1133,1866,1524,1988,1183
49556680,1717,1132,1860,1524,1984,1183
49636692,1715,1130,1853,1524,1979,1183
49716688,1713,1128,1846,1524,1974,1183
49796692,1712,1126,1840,1524,1970,1183
49876696,1710,1124,1833,1524,1965,1183
49956680,1709,1121,1826,1524,1960,1183
50036692,1707,1119,1819,1524,1956,1183
50116680,1705,1117,1812,1524,1951,1183
50196692,1704,1115,1806,1524,1946,1183
50276688,1702,1112,1799,1524,1942,1183
50356688,1701,1110,1792,1524,1937,1183
50436680,1699,1107,1785,1524,1933,1183
50516700,1698,1105,1778,1524,1928,1183
50596684,1696,1102,1771,1524,1924,1183
50676684,1695,1100,1764,1524,1919,1183
50756692,1694,1097,1756,1524,1915,1183
50836692,1692,1094,1749,1524,1910,1183
50916692,1691,1092,1742,1524,1906,1183
50996692,1689,1089,1735,1524,1901,1183
51076680,1688,1086,1727,1524,1897,1183
51156688,1687,1083,1720,1524,1893,1183
51236688,1685,1080,1713,1524,1888,1183
51316684,1684,1077,1705,1524,1884,1183
51396688,1683,1074,1698,1524,1879,1183
51476688,1682,1071,1690,1524,1875,1183
